Season,School,Conference,G,BA,OBPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OppDP,CS,Picked,SB,IBB,
2018,Illinois,Big Ten,,0.268,0.364,332,"1,805",484,104,10,794,62,308,228,57,25,22,359,43,16,,62,,
2018,Illinois St.,MVC,,0.272,0.352,346,"1,862",507,109,10,774,46,326,212,31,24,15,402,25,12,,27,,
2018,Incarnate Word,Southland,,0.292,0.395,351,"1,907",557,90,13,727,18,309,254,89,30,40,318,53,25,,70,,
2018,Indiana,Big Ten,,0.284,0.378,360,"2,021",573,106,11,905,68,326,251,70,24,42,463,64,25,,72,,
2018,Indiana St.,MVC,,0.277,0.376,365,"1,915",530,94,11,799,51,328,218,105,29,30,349,37,15,,48,,
2018,Indiana St.,MVC,,0.277,0.376,365,"1,915",530,94,11,799,51,328,218,105,29,30,349,37,15,,48,,
2018,Iona,MAAC,,0.239,0.333,204,"1,517",362,71,6,493,16,184,195,26,12,23,351,30,7,,34,,
2018,Iowa,Big Ten,,0.265,0.369,317,"1,779",472,95,8,706,41,280,244,61,23,18,406,45,19,,39,,
2018,Iowa,Big Ten,,0.265,0.369,317,"1,779",472,95,8,706,41,280,244,61,23,18,406,45,19,,39,,
2018,Jackson St.,SWAC,,0.303,0.387,357,"1,753",532,108,13,786,40,325,217,37,22,53,311,18,26,,100,,
2018,Jacksonville,ASUN,,0.29,0.383,368,"2,062",598,96,8,827,39,337,264,62,24,48,415,45,19,,36,,
2018,Jacksonville St.,OVC,,0.277,0.364,403,"2,063",571,98,8,880,65,352,264,36,33,15,460,37,16,,39,,
2018,Jacksonville St.,OVC,,0.277,0.364,403,"2,063",571,98,8,880,65,352,264,36,33,15,460,37,16,,39,,
2018,James Madison,CAA,,0.254,0.353,266,"1,722",438,81,11,643,34,231,206,66,17,52,490,31,31,,61,,
2018,Kansas,Big 12,,0.272,0.368,327,"1,939",527,104,18,805,46,309,229,81,24,21,451,47,20,,38,,
2018,Kansas,Big 12,,0.272,0.368,327,"1,939",527,104,18,805,46,309,229,81,24,21,451,47,20,,38,,
2018,Kansas St.,Big 12,,0.259,0.365,285,"1,824",472,81,18,670,27,259,271,49,23,25,443,45,17,,77,,
2018,Kennesaw St.,ASUN,,0.274,0.354,315,"1,897",519,99,9,753,39,283,203,45,19,28,429,32,19,,43,,
2018,Kent St.,MAC,,0.287,0.383,394,"1,984",569,96,14,819,42,361,273,50,24,29,432,41,34,,80,,
2018,Kentucky,SEC,,0.294,0.401,397,"1,880",553,118,5,924,81,367,281,69,20,40,455,43,26,,58,,
2018,La Salle,Atlantic 10,,0.256,0.34,242,"1,897",486,91,13,666,21,214,192,60,21,21,444,39,28,,57,,
2018,La.-Monroe,Sun Belt,,0.251,0.356,308,"1,786",448,78,8,650,36,272,237,67,22,43,427,42,28,,73,,
2018,Lafayette,Patriot,,0.242,0.337,238,"1,662",403,71,17,595,29,205,196,47,11,16,466,29,20,,47,,
2018,Lamar University,Southland,,0.241,0.33,215,"1,822",440,60,3,542,12,197,196,53,15,26,407,55,13,,43,,
2018,Lehigh,Patriot,,0.248,0.346,234,"1,528",379,68,15,513,12,206,213,33,30,34,352,41,12,,45,,
2018,Liberty,Big South,,0.257,0.389,367,"1,928",496,104,18,759,41,319,349,78,19,23,432,38,16,,58,,
2018,Lipscomb,ASUN,,0.246,0.344,294,"1,766",435,72,7,659,46,268,223,53,26,33,466,32,11,,72,,
2018,Little Rock,Sun Belt,,0.257,0.337,277,"1,880",483,90,13,728,43,252,165,68,12,21,464,53,32,,67,,
2018,LIU Brooklyn,NEC,,0.267,0.374,326,"1,883",503,101,11,752,42,293,279,58,23,19,425,41,30,,84,,
2018,LIU Brooklyn,NEC,,0.267,0.374,326,"1,883",503,101,11,752,42,293,279,58,23,19,425,41,30,,84,,
2018,LMU (CA),WCC,,0.255,0.34,256,"1,839",469,90,13,672,29,221,183,62,13,51,436,42,22,,47,,
2018,Long Beach St.,Big West,,0.248,0.336,248,"1,847",458,68,15,580,8,212,195,56,13,67,342,35,25,,55,,
2018,Longwood,Big South,,0.224,0.331,229,"1,791",401,76,9,564,23,209,237,56,10,38,430,30,25,,87,,
2018,Louisiana,Sun Belt,,0.242,0.323,290,"1,950",472,88,16,679,29,255,182,59,19,67,461,26,26,,90,,
2018,Louisiana Tech,C-USA,,0.281,0.389,374,"2,020",568,106,15,854,50,335,270,103,29,32,386,49,33,,73,,
2018,Louisville,ACC,,0.292,0.4,443,"2,139",625,131,16,914,42,408,333,77,36,36,409,47,25,,125,,
2018,Louisville,ACC,,0.292,0.4,443,"2,139",625,131,16,914,42,408,333,77,36,36,409,47,25,,125,,
2018,LSU,SEC,,0.283,0.366,388,"2,196",622,122,18,924,48,362,252,51,25,34,408,63,18,,70,,
2018,Maine,America East,,0.271,0.35,289,"1,803",489,91,14,737,43,258,202,30,23,26,414,34,24,,66,,
2018,Manhattan,MAAC,,0.252,0.349,257,"1,732",437,84,12,599,18,232,192,73,16,30,394,29,18,,26,,
2018,Marist,MAAC,,0.277,0.384,291,"1,632",452,92,8,662,34,253,243,55,21,30,376,34,16,,51,,
2018,Marshall,C-USA,,0.277,0.36,281,"1,760",487,72,8,725,50,258,200,40,18,27,434,37,23,,63,,
2018,Maryland,Big Ten,,0.243,0.355,271,"1,801",437,92,9,691,48,242,253,72,20,18,445,39,24,,63,,
2018,Massachusetts,Atlantic 10,,0.245,0.337,186,"1,478",362,68,5,476,12,172,164,49,16,24,377,34,12,,24,,
2018,McNeese,Southland,,0.267,0.36,301,"1,912",510,92,11,768,48,274,228,61,17,32,406,66,29,,61,,
2018,Memphis,AAC,,0.237,0.331,232,"1,813",430,84,5,590,22,207,203,61,21,25,415,33,25,,27,,
2018,Mercer,SoCon,,0.302,0.4,479,"2,101",635,105,8,996,80,437,266,92,24,53,468,23,19,,77,,
2018,Miami (FL),ACC,,0.257,0.356,259,"1,821",468,85,15,652,23,240,233,55,17,24,528,40,32,,73,,
2018,Miami (OH),MAC,,0.268,0.374,304,"1,838",493,100,16,715,30,277,238,89,26,38,462,38,38,,88,,
2018,Michigan,Big Ten,,0.276,0.373,334,"1,791",495,101,12,722,34,301,237,56,30,22,395,36,27,,90,,
2018,Michigan St.,Big Ten,,0.244,0.322,223,"1,751",427,57,13,570,20,190,166,41,14,29,345,29,28,,100,,
2018,Michigan St.,Big Ten,,0.244,0.322,223,"1,751",427,57,13,570,20,190,166,41,14,29,345,29,28,,100,,
2018,Middle Tenn.,C-USA,,0.28,0.369,354,"1,926",539,97,9,804,50,313,235,50,24,16,459,36,18,,76,,
2018,Milwaukee,Horizon,,0.279,0.354,301,"1,844",514,89,12,717,30,269,162,61,15,16,410,46,18,,74,,
2018,Minnesota,Big Ten,,0.3,0.39,397,"2,019",605,108,14,879,46,356,276,48,40,51,394,39,21,,67,,
2018,Mississippi St.,SEC,,0.277,0.354,408,"2,417",670,141,14,974,45,367,247,57,30,33,503,50,12,,34,,
2018,Mississippi Val.,SWAC,,0.215,0.33,203,"1,410",303,53,5,396,10,174,195,51,8,42,428,28,28,,64,,
2018,Mississippi Val.,SWAC,,0.215,0.33,203,"1,410",303,53,5,396,10,174,195,51,8,42,428,28,28,,64,,
2018,Missouri,SEC,,0.266,0.371,337,"1,909",508,84,8,722,38,301,279,52,19,38,458,50,23,,67,,
2018,Missouri,SEC,,0.266,0.371,337,"1,909",508,84,8,722,38,301,279,52,19,38,458,50,23,,67,,
2018,Missouri St.,MVC,,0.258,0.372,362,"1,843",475,90,12,766,59,332,281,69,26,35,484,42,12,,60,,
2018,Monmouth,MAAC,,0.267,0.366,337,"1,836",491,99,14,720,34,306,217,78,17,44,422,30,18,,35,,
2018,Morehead St.,OVC,,0.316,0.406,529,"2,325",734,144,16,"1,159",83,481,309,75,45,4,367,69,19,,33,,
2018,Mount St. Mary's,NEC,,0.263,0.362,275,"1,743",459,88,10,651,28,237,243,38,22,32,399,28,26,,54,,
2018,Murray St.,OVC,,0.286,0.402,410,"1,900",544,114,10,861,61,370,321,61,23,11,499,52,21,,50,,
2018,N.C. A&T,MEAC,,0.274,0.358,353,"1,935",530,91,15,777,42,306,195,70,21,27,400,38,25,,77,,
2018,N.C. Central,MEAC,,0.269,0.374,325,"1,703",458,94,7,674,36,292,238,60,23,14,401,24,18,,80,,
2018,N.C. Central,MEAC,,0.269,0.374,325,"1,703",458,94,7,674,36,292,238,60,23,14,401,24,18,,80,,
2018,Navy,Patriot,,0.286,0.373,321,"1,837",526,124,24,746,16,287,227,40,24,30,289,45,14,,38,,
2018,NC State,ACC,,0.288,0.386,419,"2,040",587,88,19,974,87,382,309,37,31,34,504,36,24,,67,,
2018,Nebraska,Big Ten,,0.274,0.371,337,"1,781",488,75,10,724,47,305,255,39,30,20,393,44,8,,34,,
2018,Nevada,MWC,,0.297,0.384,357,"1,846",549,120,16,839,46,332,189,84,20,37,408,45,13,,39,,
2018,Nevada,MWC,,0.297,0.384,357,"1,846",549,120,16,839,46,332,189,84,20,37,408,45,13,,39,,
2018,New Mexico,MWC,,0.279,0.373,303,"1,854",517,96,14,725,28,273,230,56,14,34,385,58,24,,33,,
2018,New Mexico,MWC,,0.279,0.373,303,"1,854",517,96,14,725,28,273,230,56,14,34,385,58,24,,33,,
2018,New Mexico St.,WAC,,0.31,0.409,493,"2,113",656,123,25,"1,009",60,450,252,119,27,49,409,45,7,,39,,
2018,New Orleans,Southland,,0.268,0.343,322,"2,176",584,98,21,826,34,291,187,71,22,20,427,54,16,,22,,
2018,Niagara,MAAC,,0.286,0.378,335,"1,742",498,113,11,711,26,304,201,70,21,13,367,30,14,,62,,
2018,Nicholls St.,Southland,,0.279,0.373,362,"2,009",561,111,18,789,27,320,211,109,33,58,393,53,31,,41,,
2018,NJIT,ASUN,,0.259,0.326,207,"1,606",416,83,9,559,14,184,134,35,17,18,334,27,9,,49,,
2018,Norfolk St.,MEAC,,0.248,0.329,226,"1,570",389,72,11,561,26,190,158,44,23,10,375,24,36,,101,,
2018,North Carolina,ACC,,0.285,0.391,452,"2,207",629,102,15,929,56,414,346,64,40,25,479,40,18,,49,,
2018,North Dakota St.,Summit League,,0.254,0.348,264,"1,661",422,72,18,602,24,236,213,39,24,21,365,32,14,,33,,
2018,North Florida,ASUN,,0.267,0.349,305,"1,907",510,78,12,711,33,272,208,37,14,18,353,36,23,,54,,
2018,North Florida,ASUN,,0.267,0.349,305,"1,907",510,78,12,711,33,272,208,37,14,18,353,36,23,,54,,
2018,Northeastern,CAA,,0.273,0.359,341,"1,992",544,87,23,794,39,307,222,57,21,21,427,29,28,,95,,
2018,Northern Colo.,WAC,,0.295,0.392,374,"1,836",541,107,11,793,41,328,228,75,16,27,539,36,20,,56,,
2018,Northern Ill.,MAC,,0.252,0.342,231,"1,820",459,70,8,605,20,205,208,55,28,48,398,43,31,,48,,
2018,Northern Ky.,Horizon,,0.252,0.336,284,"1,815",457,83,6,732,60,253,189,49,14,15,494,36,16,,18,,
2018,Northwestern,Big Ten,,0.25,0.346,248,"1,641",410,71,12,589,28,222,198,56,26,16,379,26,29,,90,,
2018,Northwestern,Big Ten,,0.25,0.346,248,"1,641",410,71,12,589,28,222,198,56,26,16,379,26,29,,90,,
2018,Northwestern St.,Southland,,0.27,0.362,371,"2,148",580,104,18,870,50,337,224,100,24,31,538,62,18,,41,,
2018,Notre Dame,ACC,,0.273,0.366,299,"1,837",502,89,13,752,45,270,222,58,20,29,363,45,21,,48,,
2018,Oakland,Horizon,,0.256,0.356,251,"1,587",407,69,8,570,26,224,226,27,14,14,436,33,17,,62,,
2018,Ohio,MAC,,0.254,0.345,268,"1,828",464,83,10,708,47,242,209,56,20,34,462,37,10,,22,,
2018,Ohio St.,Big Ten,,0.283,0.38,385,"2,071",586,110,10,842,42,346,295,47,26,38,443,56,12,,40,,
2018,Oklahoma,Big 12,,0.276,0.375,386,"2,150",593,126,14,888,47,354,311,52,36,49,549,36,25,,44,,
2018,Oklahoma St.,Big 12,,0.258,0.353,340,"1,960",505,114,11,854,71,305,240,59,17,21,560,39,19,,60,,
2018,Old Dominion,C-USA,,0.279,0.346,253,"1,778",496,76,12,707,37,225,160,33,18,28,380,49,22,,41,,
2018,Ole Miss,SEC,,0.3,0.388,451,"2,200",660,132,6,"1,041",79,411,268,70,32,14,414,67,27,,66,,
2018,Ole Miss,SEC,,0.3,0.388,451,"2,200",660,132,6,"1,041",79,411,268,70,32,14,414,67,27,,66,,
2018,Omaha,Summit League,,0.238,0.336,221,"1,624",386,49,14,508,15,189,213,36,15,45,376,38,9,,48,,
2018,Oral Roberts,Summit League,,0.284,0.376,358,"1,961",557,98,13,804,41,328,260,41,20,40,516,35,14,,40,,
2018,Oregon,Pac-12,,0.239,0.337,236,"1,781",426,79,6,592,25,215,216,62,28,27,425,32,24,,51,,
2018,Oregon St.,Pac-12,,0.321,0.416,518,"2,345",753,151,20,"1,145",67,480,336,62,23,66,438,68,17,,51,,
2018,Pacific,WCC,,0.256,0.34,230,"1,704",437,75,7,592,22,204,160,61,12,33,386,46,15,,25,,
2018,Penn,Ivy League,,0.268,0.338,210,"1,510",404,73,4,557,24,196,129,38,12,9,338,35,11,,26,,
2018,Penn St.,Big Ten,,0.233,0.332,223,"1,625",379,79,17,555,21,204,197,53,19,12,451,25,13,,47,,
2018,Pepperdine,WCC,,0.257,0.334,273,"1,819",467,92,13,690,35,253,183,41,27,39,391,33,16,,38,,
2018,Pittsburgh,ACC,,0.238,0.35,275,"1,789",425,79,14,646,38,255,270,50,20,31,503,40,16,,49,,
2018,Pittsburgh,ACC,,0.238,0.35,275,"1,789",425,79,14,646,38,255,270,50,20,31,503,40,16,,49,,
2018,Portland,WCC,,0.261,0.336,234,"1,768",462,78,13,677,37,218,171,40,25,22,419,33,33,,41,,
2018,Prairie View,SWAC,,0.252,0.354,283,"1,713",431,57,20,576,16,239,214,69,20,26,389,36,20,,56,,
2018,Presbyterian,Big South,,0.263,0.342,281,"1,853",487,80,2,709,46,245,184,49,18,24,417,34,15,,17,,
2018,Princeton,Ivy League,,0.24,0.317,139,"1,253",301,43,5,393,13,120,119,25,8,4,305,31,6,,21,,
2018,Princeton,Ivy League,,0.24,0.317,139,"1,253",301,43,5,393,13,120,119,25,8,4,305,31,6,,21,,
2018,Purdue,Big Ten,,0.28,0.383,346,"1,919",538,101,7,734,27,308,259,79,30,48,369,59,41,,94,,
2018,Purdue Fort Wayne,Summit League,,0.244,0.327,183,"1,540",376,52,9,497,17,162,161,32,9,14,327,36,12,,28,,
2018,Quinnipiac,MAAC,,0.28,0.348,327,"1,907",534,87,7,809,58,290,163,42,14,25,415,33,25,,67,,
2018,Radford,Big South,,0.252,0.358,312,"1,912",481,84,19,705,34,267,269,62,24,37,488,39,38,,75,,
2018,Rhode Island,Atlantic 10,,0.235,0.338,217,"1,657",389,53,11,497,11,194,223,48,22,24,442,42,21,,84,,
2018,Rice,C-USA,,0.277,0.371,304,"2,000",553,92,11,772,35,281,253,63,29,28,469,41,15,,37,,
2018,Richmond,Atlantic 10,,0.267,0.369,299,"1,873",501,94,11,704,29,272,266,50,26,38,364,40,21,,47,,
2018,Rider,MAAC,,0.257,0.34,220,"1,550",399,75,10,551,19,184,174,32,24,27,372,39,14,,60,,
2018,Rutgers,Big Ten,,0.27,0.356,301,"1,692",456,66,15,606,18,261,203,36,19,33,349,35,22,,82,,
2018,Sacramento St.,WAC,,0.259,0.349,332,"2,034",526,101,14,808,51,292,242,55,26,22,520,37,23,,68,,
2018,Sacred Heart,NEC,,0.254,0.344,265,"1,698",431,70,8,619,34,238,211,32,19,20,398,38,17,,53,,
2018,Saint Joseph's,Atlantic 10,,0.236,0.312,190,"1,599",377,57,13,538,26,175,157,26,11,14,398,35,10,,38,,
2018,Saint Louis,Atlantic 10,,0.281,0.378,388,"1,981",557,125,18,892,58,364,257,66,25,29,457,36,20,,55,,
2018,Saint Mary's (CA),WCC,,0.273,0.369,259,"1,761",481,92,4,662,27,231,203,81,28,50,362,55,23,,31,,
2018,Saint Peter's,MAAC,,0.209,0.297,119,"1,352",282,53,8,381,10,108,145,26,4,7,385,30,14,,26,,
2018,Sam Houston St.,Southland,,0.279,0.37,349,"1,998",558,94,16,834,50,314,203,99,26,43,447,37,27,,71,,
2018,Samford,SoCon,,0.267,0.355,354,"2,155",576,96,5,817,45,315,228,76,21,34,477,45,25,,68,,
2018,San Diego,WCC,,0.288,0.364,297,"1,913",551,91,10,752,30,266,196,46,22,26,364,57,20,,39,,
2018,San Diego St.,MWC,,0.301,0.373,373,"2,103",632,126,17,921,43,330,210,51,27,36,361,47,21,,28,,
2018,San Diego St.,MWC,,0.301,0.373,373,"2,103",632,126,17,921,43,330,210,51,27,36,361,47,21,,28,,
2018,San Francisco,WCC,,0.258,0.341,246,"1,927",497,116,4,711,30,222,183,73,25,33,482,58,26,,55,,
2018,San Jose St.,MWC,,0.289,0.362,294,"1,964",567,75,9,711,17,278,172,67,26,33,332,74,20,,37,,
2018,Santa Clara,WCC,,0.249,0.348,277,"1,753",436,79,6,671,48,243,190,81,7,33,445,25,42,,43,,
2018,Savannah St.,MEAC,,0.236,0.324,144,"1,312",309,47,6,407,13,126,125,49,7,12,341,27,21,,54,,
2018,Seattle U,WAC,,0.281,0.38,342,"1,860",522,93,14,751,36,298,232,79,21,35,456,32,26,,34,,
2018,Seton Hall,Big East,,0.275,0.358,299,"1,722",473,94,14,679,28,266,218,21,27,30,420,29,22,,67,,
2018,SFA,Southland,,0.272,0.369,300,"1,814",493,93,7,708,36,267,242,52,23,28,336,51,16,,54,,
2018,Siena,MAAC,,0.276,0.354,260,"1,820",502,87,9,673,22,237,186,47,25,30,338,43,11,,42,,
2018,SIUE,OVC,,0.245,0.339,233,"1,777",435,78,7,641,38,212,216,48,19,31,503,38,11,,21,,
2018,SIUE,OVC,,0.245,0.339,233,"1,777",435,78,7,641,38,212,216,48,19,31,503,38,11,,21,,
2018,South Alabama,Sun Belt,,0.261,0.378,383,"1,922",502,86,9,768,54,348,331,45,23,26,451,34,17,,43,,
2018,South Carolina,SEC,,0.275,0.368,390,"2,170",597,111,12,969,79,357,277,53,22,19,437,36,13,,48,,
2018,South Dakota St.,Summit League,,0.268,0.382,295,"1,715",459,75,14,658,32,267,268,62,19,35,449,40,19,,66,,
2018,South Fla.,AAC,,0.296,0.374,369,"2,050",606,147,15,951,56,333,200,72,23,16,497,46,19,,43,,
2018,Southeast Mo. St.,OVC,,0.28,0.374,365,"1,955",547,104,12,834,53,342,226,77,17,30,457,42,26,,67,,
2018,Southeastern La.,Southland,,0.251,0.371,338,"1,881",472,82,15,704,40,304,279,93,23,40,425,45,39,,136,,
2018,Southern California,Pac-12,,0.255,0.333,248,"1,814",463,85,7,646,28,230,190,32,23,21,340,32,20,,25,,
2018,Southern Ill.,MVC,,0.268,0.361,329,"1,949",523,85,13,757,41,292,256,45,31,19,466,49,32,,131,,
2018,Southern Miss.,C-USA,,0.301,0.405,493,"2,166",651,115,11,"1,010",74,446,318,80,29,32,524,40,25,,52,,
2018,Southern U.,SWAC,,0.254,0.365,225,"1,390",353,65,9,466,10,191,187,67,18,19,363,28,41,,74,,
2018,St. Bonaventure,Atlantic 10,,0.242,0.329,170,"1,439",348,52,9,439,7,149,160,33,11,22,358,34,13,,49,,
2018,St. John's (NY),Big East,,0.297,0.369,363,"1,958",582,110,17,867,47,339,202,42,34,43,408,33,23,,50,,
2018,Stanford,Pac-12,,0.28,0.364,372,"1,908",535,109,21,851,55,343,209,56,24,28,417,32,26,,49,,
2018,Stetson,ASUN,,0.256,0.345,346,"1,995",510,110,23,759,31,306,236,49,24,27,444,28,30,,83,,
2018,Stony Brook,America East,,0.273,0.351,304,"1,844",503,110,21,742,29,267,186,52,29,31,349,35,26,,68,,
2018,TCU,Big 12,,0.261,0.378,332,"1,872",488,79,13,710,39,290,313,52,21,10,437,42,23,,83,,
2018,Tennessee,SEC,,0.254,0.361,295,"1,868",474,89,10,709,42,270,258,65,16,19,467,43,15,,47,,
2018,Tennessee Tech,OVC,,0.332,0.43,639,"2,370",788,141,16,"1,366",135,597,371,57,33,13,463,70,10,,31,,
2018,Texas,Big 12,,0.271,0.378,380,"2,128",577,111,22,918,62,342,319,65,31,50,497,32,22,,79,,
2018,Texas A&M,SEC,,0.287,0.364,368,"2,171",624,103,21,919,50,331,228,45,23,25,446,62,6,,40,,
2018,Texas Southern,SWAC,,0.302,0.395,370,"1,859",561,98,9,791,38,326,215,83,19,25,375,45,33,,115,,
2018,Texas St.,Sun Belt,,0.264,0.358,307,"1,950",515,86,11,737,38,267,250,48,21,39,396,49,24,,60,,
2018,Texas Tech,Big 12,,0.309,0.418,529,"2,249",695,142,24,"1,131",82,492,355,84,28,11,470,62,24,,77,,
2018,The Citadel,SoCon,,0.266,0.342,237,"1,779",474,73,11,623,18,211,173,44,22,33,386,36,28,,61,,
2018,Toledo,MAC,,0.273,0.377,305,"1,820",497,89,15,757,47,284,258,58,20,33,453,42,20,,45,,
2018,Towson,CAA,,0.231,0.331,256,"1,817",420,81,4,596,29,217,238,40,11,42,403,35,7,,56,,
2018,Troy,Sun Belt,,0.296,0.394,442,"2,158",638,131,30,964,45,398,286,87,35,25,478,47,24,,117,,
2018,Tulane,AAC,,0.265,0.355,337,"1,973",522,118,8,800,48,308,217,71,18,18,483,42,9,,49,,
2018,UAB,C-USA,,0.243,0.33,217,"1,770",430,78,3,571,19,187,176,62,18,30,362,43,18,,64,,
2018,UC Davis,Big West,,0.278,0.354,260,"1,841",512,102,9,707,25,240,160,63,15,24,394,49,30,,37,,
2018,UC Irvine,Big West,,0.28,0.362,288,"1,901",533,86,11,731,30,266,192,71,34,51,410,41,25,,19,,
2018,UC Riverside,Big West,,0.26,0.32,233,"1,836",478,96,10,702,36,219,144,26,17,19,469,40,19,,23,,
2018,UC Santa Barbara,Big West,,0.265,0.35,293,"1,897",502,95,15,732,35,260,199,60,19,34,380,41,22,,54,,
2018,UCF,AAC,,0.264,0.37,321,"1,889",499,77,6,714,42,288,266,67,25,25,512,35,26,,109,,
2018,UCLA,Pac-12,,0.286,0.393,409,"2,005",574,129,14,860,43,372,292,89,41,45,449,35,21,,62,,
2018,UConn,AAC,,0.283,0.358,332,"2,077",587,104,10,825,38,297,195,62,26,30,429,43,31,,78,,
2018,UIC,Horizon,,0.268,0.356,268,"1,595",427,76,14,618,29,241,179,55,27,32,325,45,8,,15,,
2018,UMass Lowell,America East,,0.254,0.345,261,"1,739",441,75,15,651,35,238,195,60,21,22,475,39,19,,63,,
2018,UMBC,America East,,0.256,0.344,246,"1,627",416,80,12,592,24,217,189,38,16,26,375,50,26,,61,,
2018,UMES,MEAC,,0.24,0.335,214,"1,584",380,65,10,483,6,177,184,50,14,33,327,39,33,,75,,
2018,UNC Asheville,Big South,,0.235,0.345,231,"1,708",402,77,4,565,26,204,243,53,19,13,536,34,13,,35,,
2018,UNC Greensboro,SoCon,,0.326,0.398,394,"1,917",624,94,30,898,40,345,202,39,18,42,352,33,25,,86,,
2018,UNCW,CAA,,0.264,0.352,330,"2,131",563,102,6,839,54,293,242,55,15,35,549,39,19,,54,,
2018,UNLV,MWC,,0.31,0.386,423,"2,134",662,141,15,"1,040",69,399,246,36,28,18,377,54,14,,29,,
2018,USC Upstate,ASUN,,0.272,0.369,285,"1,771",481,59,18,618,14,245,216,70,20,40,421,45,6,,28,,
2018,UT Arlington,Sun Belt,,0.26,0.35,262,"1,963",511,85,17,756,42,242,223,61,27,17,408,47,14,,31,,
2018,UT Martin,OVC,,0.259,0.338,258,"1,764",456,92,12,695,41,228,163,55,15,8,509,47,14,,34,,
2018,Utah,Pac-12,,0.271,0.347,275,"1,891",513,99,19,734,28,249,179,51,22,38,380,41,19,,41,,
2018,Utah Valley,WAC,,0.256,0.34,227,"1,767",453,69,14,631,27,204,187,42,9,9,446,53,17,,30,,
2018,UTRGV,WAC,,0.243,0.339,243,"1,808",439,67,12,611,27,202,207,64,14,21,513,41,15,,26,,
2018,UTSA,C-USA,,0.284,0.366,344,"1,904",541,106,20,825,46,310,197,62,25,16,407,55,20,,56,,
2018,Valparaiso,MVC,,0.274,0.374,334,"1,871",512,107,7,756,41,316,248,65,22,17,388,42,16,,29,,
2018,Vanderbilt,SEC,,0.269,0.375,386,"2,078",559,106,13,892,67,339,296,65,13,18,565,33,21,,101,,
2018,VCU,Atlantic 10,,0.269,0.368,296,"1,874",505,82,4,637,14,247,209,95,22,56,368,56,20,,68,,
2018,Villanova,Big East,,0.227,0.323,190,"1,587",360,69,11,496,15,170,188,46,20,30,493,32,13,,24,,
2018,Virginia,ACC,,0.27,0.363,302,"1,842",498,101,8,696,27,269,220,65,30,43,310,42,13,,34,,
2018,Virginia Tech,ACC,,0.265,0.355,302,"1,869",496,86,7,728,44,263,194,81,25,39,422,47,20,,39,,
2018,VMI,SoCon,,0.284,0.394,352,"1,794",509,104,21,856,67,310,281,62,27,22,461,33,22,,95,,
2018,Wagner,NEC,,0.27,0.363,318,"1,871",505,100,16,751,38,284,239,45,20,28,362,35,25,,61,,
2018,Wake Forest,ACC,,0.256,0.362,299,"1,947",499,90,4,744,49,269,286,50,24,26,525,56,20,,61,,
2018,Washington,Pac-12,,0.273,0.35,304,"2,082",568,105,10,813,40,281,202,57,21,49,453,47,18,,39,,
2018,Washington St.,Pac-12,,0.258,0.345,219,"1,696",437,78,10,643,36,201,192,41,11,36,421,41,15,,29,,
2018,West Virginia,Big 12,,0.28,0.364,319,"1,926",540,105,16,815,46,287,230,35,21,31,398,42,36,,95,,
2018,Western Caro.,SoCon,,0.269,0.337,270,"1,982",534,92,10,766,40,255,157,54,17,27,496,46,14,,37,,
2018,Western Caro.,SoCon,,0.269,0.337,270,"1,982",534,92,10,766,40,255,157,54,17,27,496,46,14,,37,,
2018,Western Ill.,Summit League,,0.255,0.328,195,"1,596",407,57,11,546,20,176,140,43,19,34,400,23,28,,76,,
2018,Western Ky.,C-USA,,0.272,0.353,259,"1,770",482,65,12,676,35,241,179,55,27,22,382,47,24,,56,,
2018,Western Mich.,MAC,,0.268,0.36,268,"1,613",432,79,8,593,22,238,206,39,20,52,352,25,26,,48,,
2018,Wichita St.,AAC,,0.289,0.38,375,"1,937",559,101,8,847,57,347,266,36,24,20,414,50,19,,62,,
2018,William & Mary,CAA,,0.22,0.302,203,"1,793",395,74,8,566,27,180,166,50,15,31,482,38,17,,18,,
2018,Winthrop,Big South,,0.257,0.332,265,"1,876",482,90,13,703,35,235,190,29,16,21,457,44,12,,39,,
2018,Wofford,SoCon,,0.287,0.382,393,"2,004",576,114,15,867,49,341,244,85,34,33,455,47,40,,148,,
2018,Wofford,SoCon,,0.287,0.382,393,"2,004",576,114,15,867,49,341,244,85,34,33,455,47,40,,148,,
2018,Wright St.,Horizon,,0.294,0.394,435,"1,954",574,120,18,856,42,398,268,81,42,22,325,41,18,,110,,
2018,Xavier,Big East,,0.276,0.354,314,"1,918",529,100,16,865,68,287,197,46,22,13,499,38,23,,63,,
2018,Yale,Ivy League,,0.253,0.337,215,"1,490",377,56,8,497,16,190,160,40,23,25,367,30,15,,35,,
2018,Youngstown St.,Horizon,,0.243,0.349,263,"1,849",449,83,3,670,44,230,272,39,19,21,493,38,22,,86,,
2018,Youngstown St.,Horizon,,0.243,0.349,263,"1,849",449,83,3,670,44,230,272,39,19,21,493,38,22,,86,,
2017,A&M-Corpus Christi,Southland,,0.276,0.349,297,"1,812",501,77,22,691,23,257,176,36,21,38,380,44,35,,57,,
2017,Abilene Christian,Southland,,0.273,0.337,277,"1,915",523,111,8,743,31,249,166,30,23,46,373,46,26,,46,,
2017,Air Force,MWC,,0.344,0.415,465,"1,969",678,153,19,"1,094",75,419,200,56,23,21,376,55,23,,41,,
