Season,School,Conference,G,BA,OBPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OppDP,CS,Picked,SB,IBB,
2020,Saint Louis,Atlantic 10,16,0.285,0.368,97,565,161,28,4,218,7,84,69,10,8,3,155,9,8,,6,,
2020,Saint Mary's (CA),WCC,16,0.235,0.313,57,527,124,23,1,161,4,52,45,16,3,9,118,12,6,,8,1,
2020,Saint Peter's,MAAC,16,0.185,0.28,39,507,94,23,1,128,3,34,59,9,3,2,166,14,2,,5,,
2020,Sam Houston St.,Southland,14,0.241,0.329,67,468,113,27,7,163,3,56,44,18,2,7,132,8,12,,19,4,
2020,Samford,SoCon,15,0.31,0.422,118,500,155,30,4,235,14,108,88,18,13,9,108,16,5,,14,5,
2020,San Diego,WCC,16,0.278,0.37,103,533,148,35,3,210,7,93,52,33,11,6,113,8,8,,22,4,
2020,San Diego St.,Mountain West,16,0.282,0.348,81,542,153,20,5,210,9,75,50,9,8,6,114,11,6,,11,2,
2020,San Francisco,WCC,17,0.282,0.363,89,595,168,24,4,227,9,81,55,23,4,3,128,16,7,,27,1,
2020,San Jose St.,Mountain West,17,0.238,0.337,78,575,137,21,4,187,7,71,74,16,8,5,157,9,6,,12,6,
2020,Santa Clara,WCC,17,0.269,0.361,108,584,157,34,8,258,17,95,63,25,7,10,164,6,10,,10,3,
2020,Seattle U,WAC,16,0.257,0.346,85,518,133,30,3,181,4,77,59,13,2,7,121,6,4,,15,1,
2020,Seton Hall,Big East,14,0.25,0.338,74,480,120,18,2,157,5,66,58,7,3,5,113,10,4,,14,5,
2020,SFA,Southland,16,0.217,0.339,60,503,109,19,1,154,8,53,72,23,4,6,159,12,4,,7,1,
2020,Siena,MAAC,17,0.225,0.33,63,559,126,27,2,175,6,57,74,16,5,6,183,9,6,,12,,
2020,SIUE,OVC,15,0.248,0.283,56,496,123,20,4,175,8,52,21,5,5,6,166,5,3,,15,4,
2020,South Alabama,Sun Belt,18,0.202,0.297,76,563,114,20,2,159,7,64,65,12,3,9,196,12,4,,20,2,
2020,South Carolina,SEC,16,0.272,0.386,111,526,143,21,5,237,21,103,78,24,6,9,122,6,10,,27,3,
2020,South Dakota St.,Summit League,17,0.229,0.354,88,573,131,34,4,209,12,75,92,21,4,7,181,15,7,,17,2,
2020,South Fla.,AAC,17,0.189,0.29,62,551,104,17,2,140,5,52,69,12,6,3,159,14,7,,11,2,
2020,Southeast Mo. St.,OVC,17,0.314,0.404,129,598,188,32,9,301,21,121,69,26,8,6,137,15,10,,36,2,
2020,Southeastern La.,Southland,16,0.227,0.323,61,502,114,17,4,157,6,55,51,23,6,4,162,10,10,,26,4,
2020,Southern California,Pac-12,15,0.28,0.372,91,496,139,21,7,198,8,77,68,9,7,9,100,12,6,,16,3,
2020,Southern Ill.,MVC,18,0.288,0.4,122,612,176,38,4,252,10,101,97,25,11,10,151,11,11,,44,4,
2020,Southern Miss.,C-USA,16,0.26,0.384,103,527,137,30,4,205,10,95,85,27,9,1,125,8,6,,11,2,
2020,Southern U.,SWAC,16,0.233,0.337,82,533,124,16,7,166,4,66,62,26,9,5,156,5,11,,28,,
2020,St. Bonaventure,Atlantic 10,7,0.259,0.369,43,232,60,8,1,112,14,43,33,10,4,1,47,3,1,,6,1,
2020,St. John's (NY),Big East,14,0.253,0.342,86,491,124,23,1,179,10,75,58,12,6,5,105,1,5,,22,,
2020,Stanford,Pac-12,16,0.207,0.277,47,536,111,29,2,150,2,40,45,8,2,8,155,11,5,,11,1,
2020,Stetson,ASUN,15,0.262,0.37,90,493,129,30,6,189,6,77,74,17,10,8,93,13,7,,18,2,
2020,Stony Brook,America East,15,0.2,0.28,47,486,97,17,1,134,6,37,41,15,4,5,133,4,8,,21,,
2020,TCU,Big 12,15,0.263,0.384,107,510,134,33,4,220,15,98,86,18,5,1,138,8,10,,26,3,
2020,Tennessee,SEC,17,0.32,0.442,180,603,193,43,3,335,31,160,124,15,9,5,119,7,2,,30,,
2020,Tennessee Tech,OVC,15,0.245,0.325,71,493,121,24,4,210,19,69,45,15,4,2,175,8,3,,11,,
2020,Texas,Big 12,17,0.256,0.357,100,539,138,25,2,206,13,94,79,12,11,9,132,4,5,,23,,
2020,Texas A&M,SEC,18,0.296,0.418,164,587,174,38,3,275,19,139,98,30,8,11,127,11,6,,35,3,
2020,Texas Southern,SWAC,19,0.268,0.389,125,605,162,28,1,240,16,103,87,38,8,1,149,15,9,,28,,
2020,Texas St.,Sun Belt,18,0.268,0.368,113,575,154,21,4,240,19,103,85,11,8,9,113,14,7,,11,,
2020,Texas Tech,Big 12,19,0.319,0.434,177,668,213,54,8,352,23,166,128,18,13,4,144,18,5,,33,3,
2020,The Citadel,SoCon,16,0.294,0.396,107,545,160,31,9,227,6,100,78,22,11,3,110,8,4,,30,6,
2020,Toledo,MAC,16,0.258,0.356,87,555,143,25,3,201,9,75,67,20,4,8,149,7,10,,16,,
2020,Towson,CAA,15,0.23,0.346,82,487,112,14,2,133,1,72,64,25,5,15,161,5,8,,19,1,
2020,Troy,Sun Belt,17,0.305,0.401,125,586,179,46,5,277,14,114,81,19,9,4,150,7,8,,23,3,
2020,Tulane,AAC,17,0.303,0.4,132,581,176,42,12,287,15,120,71,32,13,9,125,15,4,,11,2,
2020,UAB,C-USA,16,0.25,0.341,88,540,135,23,3,197,11,77,66,10,2,6,128,6,6,,25,,
2020,UC Davis,Big West,16,0.289,0.37,83,574,166,27,6,217,4,77,59,20,10,6,96,14,13,,18,3,
2020,UC Irvine,Big West,15,0.251,0.345,68,487,122,23,1,165,6,65,52,20,3,11,126,11,6,,10,3,
2020,UC Riverside,Big West,16,0.253,0.332,75,553,140,22,4,188,6,71,57,11,6,5,130,7,6,,21,3,
2020,UC Santa Barbara,Big West,15,0.237,0.33,96,506,120,22,5,182,10,83,53,20,5,6,122,10,4,1,14,1,
2020,UCF,AAC,18,0.278,0.356,113,597,166,28,3,248,16,95,59,15,4,7,150,9,11,,31,1,
2020,UCLA,Pac-12,15,0.308,0.39,112,519,160,27,1,216,9,100,59,19,13,6,105,5,2,,16,2,
2020,UConn,AAC,13,0.273,0.335,83,466,127,30,3,181,6,72,42,5,6,2,116,8,9,,12,1,
2020,UIC,Horizon,16,0.187,0.285,49,502,94,16,3,131,5,41,59,10,,9,184,6,7,,15,,
2020,UIW,Southland,16,0.27,0.393,110,541,146,25,5,205,8,100,85,29,6,5,124,15,3,,24,3,
2020,UMass Lowell,America East,15,0.244,0.359,74,479,117,23,1,169,9,65,80,11,9,8,134,9,7,,25,2,
2020,UMBC,America East,13,0.224,0.3,50,428,96,26,4,136,2,45,35,15,9,12,100,9,5,,15,,
2020,UMES,MEAC,15,0.238,0.327,63,487,116,19,3,168,9,55,54,12,4,8,130,4,8,,18,2,
2020,UNC Asheville,Big South,16,0.246,0.333,73,528,130,22,1,172,6,67,64,9,9,8,129,11,10,,14,1,
2020,UNC Greensboro,SoCon,17,0.283,0.391,113,573,162,33,5,232,9,100,87,25,15,7,134,11,4,,28,1,
2020,UNCW,CAA,16,0.242,0.336,71,508,123,17,4,181,11,57,63,12,7,9,143,8,8,,24,2,
2020,UNLV,Mountain West,17,0.28,0.349,95,608,170,38,10,255,9,89,57,11,5,4,150,10,5,,7,4,
2020,USC Upstate,Big South,18,0.288,0.408,136,590,170,29,9,229,4,116,84,40,7,14,116,9,7,,32,,
2020,UT Arlington,Sun Belt,16,0.253,0.365,82,513,130,20,3,201,15,72,83,10,5,9,113,11,5,,2,2,
2020,UT Martin,OVC,16,0.261,0.322,82,578,151,30,2,227,14,74,47,8,7,4,151,6,2,,4,2,
2020,Utah,Pac-12,13,0.243,0.366,74,436,106,17,,144,7,67,76,10,2,9,128,12,1,,14,1,
2020,Utah Valley,WAC,19,0.214,0.287,57,644,138,35,2,180,1,53,57,11,5,2,184,14,1,,4,1,
2020,UTRGV,WAC,18,0.266,0.385,108,582,155,31,4,209,5,100,85,32,8,11,160,9,8,,13,3,
2020,UTSA,C-USA,17,0.273,0.365,101,561,153,25,4,222,12,87,61,26,9,5,111,13,5,,26,1,
2020,Valparaiso,MVC,16,0.207,0.3,51,527,109,20,4,146,3,45,62,10,5,5,190,8,3,,11,1,
2020,Vanderbilt,SEC,18,0.277,0.378,104,596,165,37,2,233,9,99,74,29,10,8,129,13,3,,25,2,
2020,VCU,Atlantic 10,17,0.269,0.385,112,581,156,28,2,227,13,98,83,32,8,8,153,10,6,,23,1,
2020,Villanova,Big East,14,0.219,0.352,71,438,96,15,5,145,8,62,78,15,6,10,126,12,7,,11,1,
2020,Virginia,ACC,18,0.309,0.418,162,605,187,38,10,311,22,139,93,27,9,14,105,14,5,,34,1,
2020,Virginia Tech,ACC,16,0.28,0.376,110,536,150,25,4,210,9,93,75,13,9,10,122,12,6,,36,2,
2020,VMI,SoCon,17,0.221,0.325,65,547,121,25,2,171,7,59,73,12,2,5,155,9,7,,21,1,
2020,Wagner,NEC,14,0.212,0.318,57,477,101,15,1,130,4,51,67,9,3,2,155,5,3,,19,1,
2020,Wake Forest,ACC,18,0.28,0.369,108,601,168,38,,278,24,102,81,8,7,1,169,13,1,,7,1,
2020,Washington,Pac-12,15,0.229,0.325,59,481,110,22,4,146,2,54,56,15,5,8,121,10,2,,17,4,
2020,Washington St.,Pac-12,16,0.277,0.376,97,524,145,17,2,196,10,91,66,22,8,19,104,11,12,,11,3,
2020,West Virginia,Big 12,16,0.272,0.347,89,547,149,25,7,215,9,80,55,10,5,10,122,9,6,,39,2,
2020,Western Caro.,SoCon,16,0.26,0.365,80,539,140,33,4,196,5,69,62,29,3,1,125,18,8,,14,,
2020,Western Ill.,Summit League,13,0.195,0.271,40,430,84,12,2,121,7,34,37,8,1,2,168,5,6,,13,,
2020,Western Ky.,C-USA,16,0.287,0.391,116,550,158,41,2,239,12,107,73,26,8,4,115,12,4,,11,,
2020,Western Mich.,MAC,15,0.259,0.387,129,499,129,28,3,184,7,109,84,25,7,10,131,7,5,,35,2,
2020,Wichita St.,AAC,15,0.264,0.366,92,484,128,28,9,198,8,83,72,10,8,9,110,7,5,,27,1,
2020,William & Mary,CAA,17,0.269,0.388,116,573,154,27,12,232,9,101,100,17,8,4,168,10,6,,23,2,
2020,Winthrop,Big South,15,0.284,0.365,87,528,150,30,5,199,3,76,62,9,6,5,111,13,4,,18,1,
2020,Wofford,SoCon,17,0.316,0.422,134,560,177,34,4,258,13,113,90,19,8,13,95,9,7,,47,2,
2020,Wright St.,Horizon,15,0.26,0.346,76,538,140,33,6,197,4,70,63,10,4,3,153,11,9,,16,,
2020,Xavier,Big East,15,0.191,0.292,61,491,94,17,2,151,12,55,58,13,4,5,180,8,4,,5,,
2020,Yale,Ivy League,10,0.283,0.389,66,364,103,19,4,157,9,60,54,10,1,1,96,,7,,31,,
2020,Youngstown St.,Horizon,14,0.224,0.31,67,483,108,11,,149,10,55,57,5,4,7,127,6,6,,22,2,
2019,A&M-Corpus Christi,Southland,57,0.293,0.368,311,"1,915",561,97,21,751,17,276,181,56,19,36,323,44,28,,56,4,
2019,Abilene Christian,Southland,52,0.274,0.367,319,"1,786",490,93,12,736,43,292,223,51,21,22,392,36,17,,27,19,
2019,Air Force,MWC,52,0.278,0.363,323,"1,772",492,110,16,790,52,293,182,63,11,19,440,28,24,,78,3,
2019,Alabama,SEC,56,0.263,0.372,300,"1,888",496,87,9,742,47,270,285,60,27,15,448,41,21,,60,2,
2019,Alabama A&M,SWAC,51,0.245,0.335,253,"1,672",410,66,8,546,18,225,179,52,13,12,437,38,22,,80,5,
2019,Alabama St.,SWAC,54,0.289,0.393,406,"1,859",538,82,18,806,50,355,262,70,20,19,404,45,20,,76,6,
2019,Albany (NY),America East,51,0.267,0.361,273,"1,638",437,77,19,612,20,244,198,56,22,33,380,30,22,,72,2,
2019,Alcorn,SWAC,45,0.268,0.36,268,"1,533",411,66,16,584,25,237,166,60,12,14,314,36,14,,33,5,
2019,Appalachian St.,Sun Belt,53,0.262,0.349,293,"1,788",468,72,18,699,41,265,193,60,22,21,425,40,14,,52,4,
2019,Arizona,Pac-12,56,0.326,0.432,548,"2,015",656,154,32,"1,075",67,503,350,56,37,20,438,42,13,,31,9,
2019,Arizona St.,Pac-12,57,0.31,0.398,469,"2,071",641,117,17,"1,074",94,435,290,31,28,14,467,38,23,,36,17,
2019,Ark.-Pine Bluff,SWAC,50,0.26,0.353,269,"1,599",415,71,10,596,30,237,185,54,17,27,361,47,34,,95,6,
2019,Arkansas,SEC,66,0.298,0.393,491,"2,279",679,142,15,"1,115",88,458,321,56,30,27,581,40,16,,81,10,
2019,Arkansas St.,Sun Belt,55,0.255,0.366,355,"1,864",475,96,15,742,47,329,277,66,25,33,509,27,8,,44,5,
2019,Army West Point,Patriot,61,0.27,0.395,394,"1,947",525,103,15,742,28,338,348,70,22,55,477,41,32,,124,12,
2019,Auburn,SEC,66,0.266,0.357,387,"2,281",606,111,9,885,50,351,280,59,27,23,553,53,13,,63,14,
2019,Austin Peay,OVC,57,0.291,0.391,413,"1,960",571,98,12,918,75,373,274,62,22,31,517,47,34,,45,18,
2019,Ball St.,MAC,57,0.276,0.362,361,"1,925",531,117,28,812,36,328,227,53,38,34,489,37,29,,43,7,
2019,Baylor,Big 12,54,0.31,0.393,385,"1,920",596,120,16,919,57,348,210,67,25,27,339,43,14,,42,10,
2019,Belmont,OVC,57,0.254,0.365,323,"1,868",474,92,13,706,38,295,282,57,23,27,444,37,28,,81,4,
2019,Bethune-Cookman,MEAC,55,0.246,0.334,261,"1,835",452,77,7,618,25,227,198,54,19,34,375,42,20,,71,6,
2019,Binghamton,America East,50,0.275,0.346,259,"1,699",468,80,6,644,28,240,168,26,20,27,379,39,14,,39,7,
2019,Boston College,ACC,58,0.288,0.37,338,"2,020",581,104,19,822,33,288,235,47,30,32,412,45,36,,94,10,
2019,Bowling Green,MAC,49,0.253,0.339,207,"1,607",406,72,2,506,8,177,184,37,23,40,421,23,26,,43,2,
2019,Bradley,MVC,50,0.279,0.374,304,"1,673",466,88,16,730,48,278,229,42,25,44,460,31,18,,51,8,
2019,Brown,Ivy League,39,0.244,0.345,195,"1,344",328,64,4,496,32,175,183,30,10,8,338,21,10,,25,1,
2019,Bryant,NEC,60,0.311,0.398,487,"2,182",679,119,10,"1,061",81,455,250,83,25,21,393,55,23,,60,11,
2019,Bucknell,Patriot,47,0.256,0.358,240,"1,476",378,70,14,530,18,207,187,57,17,28,335,30,16,,71,2,
2019,Butler,Big East,52,0.261,0.383,338,"1,777",463,95,11,697,39,305,292,72,20,26,458,29,14,,42,9,
2019,BYU,WCC,53,0.279,0.379,356,"1,825",509,94,13,752,41,316,231,72,17,29,408,37,12,,45,9,
2019,Cal Poly,Big West,56,0.259,0.34,247,"1,904",493,76,11,630,13,216,199,44,16,26,406,38,13,,21,7,
2019,Cal St. Fullerton,Big West,53,0.289,0.376,326,"1,835",531,75,19,704,20,300,221,49,25,40,373,40,19,,52,,
2019,California,Pac-12,52,0.294,0.379,345,"1,817",534,93,10,890,81,330,228,31,19,12,428,37,8,,58,27,
2019,California Baptist,WAC,55,0.283,0.365,322,"1,864",527,84,6,797,58,299,205,43,12,30,428,28,29,,38,11,
2019,Campbell,Big South,58,0.272,0.383,405,"1,965",535,127,12,842,52,376,264,110,35,24,368,33,24,,97,9,
2019,Canisius,MAAC,53,0.249,0.347,286,"1,778",442,81,22,654,29,236,210,68,16,21,481,30,17,,63,2,
2019,Central Ark.,Southland,59,0.245,0.352,295,"1,904",467,96,5,633,20,259,256,75,29,64,487,46,19,,36,8,
2019,Central Conn. St.,NEC,54,0.261,0.351,307,"1,867",487,90,16,699,30,261,242,30,21,24,473,32,18,,31,8,
2019,Central Mich.,MAC,61,0.299,0.421,511,"2,141",641,116,24,895,30,447,386,91,39,47,465,37,14,,88,10,
2019,Charleston So.,Big South,59,0.256,0.345,316,"2,052",526,89,6,768,47,281,234,50,15,19,483,41,19,,44,7,
2019,Charlotte,C-USA,53,0.283,0.356,269,"1,821",515,85,7,725,37,240,167,53,22,27,369,48,14,,29,7,
2019,Chicago St.,WAC,51,0.229,0.304,197,"1,661",381,68,7,499,12,174,155,32,21,18,390,47,18,,39,3,
2019,Cincinnati,AAC,62,0.258,0.351,320,"2,113",546,98,15,776,34,275,254,61,22,17,512,43,22,,87,7,
2019,Clemson,ACC,61,0.266,0.366,396,"2,132",567,116,6,941,82,369,287,62,24,9,550,37,27,,91,7,
2019,Coastal Caro.,Sun Belt,63,0.307,0.416,525,"2,248",691,129,19,"1,131",91,490,350,97,41,38,529,52,14,,79,10,
2019,Col. of Charleston,CAA,57,0.277,0.36,332,"1,969",546,96,12,804,46,292,222,42,19,24,334,51,44,,118,15,
2019,Columbia,Ivy League,42,0.272,0.36,229,"1,506",409,76,13,580,23,207,192,29,21,27,312,40,14,,27,4,
2019,Coppin St.,MEAC,48,0.283,0.386,300,"1,613",457,92,13,644,23,257,220,57,14,23,393,35,17,,58,13,
2019,Cornell,Ivy League,38,0.224,0.304,129,"1,226",275,59,7,387,13,115,119,27,14,18,285,28,17,,48,4,
2019,Creighton,Big East,54,0.29,0.393,379,"1,862",540,118,15,889,67,347,254,79,25,49,468,27,25,,58,11,
2019,CSU Bakersfield,WAC,59,0.261,0.347,291,"1,969",514,86,14,685,19,277,213,59,22,40,367,39,24,,57,6,
2019,CSUN,Big West,55,0.258,0.351,294,"1,836",473,89,12,742,52,260,227,45,16,34,439,38,16,,63,4,
2019,Dartmouth,Ivy League,41,0.263,0.354,233,"1,412",371,75,13,559,29,207,170,41,20,11,258,40,14,,25,4,
2019,Davidson,Atlantic 10,51,0.249,0.349,311,"1,729",430,88,11,741,67,283,207,70,21,15,476,19,14,,42,5,
2019,Dayton,Atlantic 10,59,0.252,0.37,366,"2,004",505,94,14,753,42,315,274,117,26,25,535,38,27,,113,4,
2019,DBU,MVC,63,0.282,0.375,439,"2,122",599,124,11,970,75,394,289,45,33,12,490,40,22,,92,3,
2019,Delaware,CAA,54,0.246,0.331,264,"1,824",449,84,19,658,29,236,203,35,15,14,427,33,19,,36,5,
2019,Delaware St.,MEAC,45,0.279,0.357,253,"1,514",422,99,17,609,18,226,154,42,19,25,333,22,13,,52,2,
2019,Duke,ACC,62,0.266,0.358,377,"2,159",575,111,20,876,50,334,252,70,26,20,582,36,12,,64,4,
2019,East Carolina,AAC,65,0.294,0.39,435,"2,185",642,112,8,983,71,402,279,80,24,72,448,58,23,,52,22,
2019,Eastern Ill.,OVC,56,0.295,0.386,377,"1,973",583,107,9,867,53,343,250,57,26,37,354,45,14,,38,1,
2019,Eastern Ky.,OVC,59,0.284,0.385,429,"2,034",578,96,14,927,75,386,296,54,27,34,501,30,34,,129,4,
2019,Eastern Mich.,MAC,55,0.25,0.338,232,"1,806",451,86,15,612,15,198,210,41,21,19,432,30,21,,66,5,
2019,Elon,CAA,57,0.254,0.356,334,"1,934",491,97,14,748,44,301,249,72,23,20,534,40,20,,60,11,
2019,ETSU,SoCon,55,0.271,0.366,312,"1,882",510,109,11,767,42,279,237,60,23,27,409,31,13,,58,12,
2019,Evansville,MVC,53,0.24,0.347,263,"1,759",422,82,6,609,31,237,210,88,16,27,428,40,15,,38,4,
2019,Fairfield,MAAC,60,0.275,0.362,328,"2,036",560,115,14,778,25,304,247,45,27,30,350,36,27,,53,5,
2019,Fairleigh Dickinson,NEC,53,0.276,0.369,309,"1,811",500,90,4,781,61,278,211,61,10,11,429,38,32,,35,4,
2019,FGCU,ASUN,55,0.281,0.389,357,"1,864",523,96,8,770,45,321,254,95,31,31,410,34,10,,42,3,
2019,FIU,C-USA,55,0.256,0.35,290,"1,826",468,75,8,706,49,264,205,68,20,31,424,40,25,,70,4,
2019,Fla. Atlantic,C-USA,62,0.297,0.389,431,"2,226",662,115,10,992,65,402,281,73,31,19,434,65,12,,21,13,
2019,Florida,SEC,60,0.284,0.37,409,"2,031",577,108,10,936,77,364,241,51,25,15,476,32,24,,48,5,
2019,Florida A&M,MEAC,61,0.256,0.365,334,"2,034",520,99,12,706,21,293,273,92,27,32,479,23,11,,64,5,
2019,Florida St.,ACC,65,0.266,0.392,433,"2,151",572,114,13,955,81,405,383,84,31,19,620,38,17,,47,11,
2019,Fordham,Atlantic 10,62,0.25,0.337,302,"2,016",503,100,13,704,25,253,208,73,28,49,430,29,50,,178,4,
2019,Fresno St.,MWC,57,0.299,0.385,407,"1,989",594,117,13,905,56,364,247,40,13,36,478,36,21,,49,13,
2019,Furman,SoCon,57,0.271,0.355,334,"2,008",544,108,11,830,52,310,237,37,20,27,495,42,11,,37,11,
2019,Ga. Southern,Sun Belt,59,0.28,0.372,400,"2,096",587,102,5,843,48,343,242,78,23,38,427,57,18,,74,11,
2019,Gardner-Webb,Big South,51,0.272,0.354,310,"1,776",483,93,6,741,51,271,192,42,15,31,406,32,15,,59,3,
2019,George Mason,Atlantic 10,54,0.243,0.346,248,"1,808",439,75,4,615,31,222,251,47,23,16,476,37,8,,18,10,
2019,George Washington,Atlantic 10,54,0.292,0.386,380,"1,936",565,114,15,817,36,343,252,59,24,20,355,42,17,,52,9,
2019,Georgetown,Big East,56,0.259,0.341,262,"1,859",481,109,8,735,43,233,199,46,22,32,489,32,19,,45,1,
2019,Georgia,SEC,63,0.272,0.374,401,"2,124",578,102,9,923,75,375,303,59,27,30,499,50,12,,55,9,
2019,Georgia St.,Sun Belt,56,0.266,0.344,288,"1,920",511,90,9,700,27,260,202,44,37,31,474,49,17,,32,3,
2019,Georgia Tech,ACC,62,0.297,0.406,464,"2,135",635,107,15,979,69,419,357,60,41,26,493,47,11,,65,23,
2019,Gonzaga,WCC,55,0.28,0.359,342,"1,961",549,122,15,824,41,316,177,74,19,34,322,34,11,,28,14,
2019,Grambling,SWAC,52,0.286,0.41,379,"1,728",495,93,16,713,31,344,303,76,25,30,404,45,13,,75,9,
2019,Grand Canyon,WAC,60,0.28,0.382,402,"2,086",585,148,18,943,58,367,304,52,21,26,449,34,25,,74,12,
2019,Hartford,America East,57,0.25,0.344,293,"1,851",462,90,15,663,27,256,244,35,21,22,410,42,22,,63,8,
2019,Harvard,Ivy League,43,0.28,0.354,266,"1,498",419,78,15,659,44,243,147,35,19,23,351,30,15,,33,8,
2019,Hawaii,Big West,50,0.268,0.357,257,"1,689",452,70,8,592,18,231,202,42,17,29,315,48,9,,31,7,
2019,High Point,Big South,54,0.262,0.329,266,"1,856",486,83,5,699,40,233,170,25,16,14,389,37,26,,58,3,
2019,Hofstra,CAA,50,0.232,0.339,220,"1,635",379,83,10,578,32,193,225,48,15,24,465,38,26,,73,5,
2019,Holy Cross,Patriot,54,0.248,0.362,250,"1,660",412,74,14,574,20,224,244,62,17,39,467,33,14,,53,5,
2019,Houston,AAC,56,0.253,0.355,278,"1,851",468,80,10,694,42,241,247,54,15,34,460,45,25,,62,32,
2019,Houston Baptist,Southland,53,0.262,0.337,277,"1,803",473,91,18,681,27,248,167,48,21,36,451,32,23,,50,4,
2019,Illinois,Big Ten,57,0.278,0.358,295,"1,960",545,104,14,797,40,267,217,44,29,31,378,38,14,,59,8,
2019,Illinois St.,MVC,62,0.291,0.371,391,"2,181",634,124,14,936,50,356,245,45,20,44,520,46,26,,68,7,
2019,Incarnate Word,Southland,59,0.305,0.393,397,"2,038",622,127,24,989,64,365,236,83,37,25,388,49,12,,61,5,
2019,Indiana,Big Ten,60,0.253,0.359,418,"2,059",521,111,9,935,95,377,279,68,15,7,650,40,17,,52,9,
2019,Indiana St.,MVC,61,0.269,0.365,387,"2,049",552,93,9,801,46,347,232,94,31,37,389,46,13,,31,7,
2019,Iona,MAAC,52,0.236,0.338,219,"1,681",396,78,13,542,14,188,207,65,23,20,385,48,17,,26,2,
2019,Iowa,Big Ten,55,0.267,0.362,281,"1,868",499,93,10,699,29,251,233,53,16,25,410,41,17,,59,4,
2019,Jackson St.,SWAC,55,0.315,0.406,400,"1,817",573,92,22,790,27,353,229,69,29,59,262,36,21,,112,3,
2019,Jacksonville,ASUN,59,0.261,0.36,321,"1,986",519,70,9,700,31,279,264,54,18,49,381,42,19,,56,10,
2019,Jacksonville St.,OVC,62,0.27,0.359,397,"2,174",586,117,21,976,77,371,273,44,22,22,570,30,17,,53,10,
2019,James Madison,CAA,57,0.255,0.358,284,"1,854",472,81,13,666,29,255,221,86,16,28,523,35,36,,88,12,
2019,Kansas,Big 12,58,0.254,0.359,334,"1,946",495,101,23,756,38,299,263,66,18,42,479,48,21,,62,8,
2019,Kansas St.,Big 12,58,0.259,0.337,297,"1,940",503,90,13,781,54,277,207,32,24,21,420,44,15,,44,4,
2019,Kennesaw St.,ASUN,56,0.292,0.38,338,"1,920",560,95,7,819,50,308,239,40,11,39,426,45,22,,45,6,
2019,Kent St.,MAC,54,0.291,0.378,374,"1,902",553,110,13,851,54,346,238,53,37,22,388,36,30,,90,9,
2019,Kentucky,SEC,55,0.252,0.357,307,"1,792",452,98,5,734,58,263,218,83,17,36,527,25,31,,85,7,
2019,La Salle,Atlantic 10,56,0.274,0.363,360,"1,930",528,110,12,794,44,328,238,46,21,18,447,38,14,,73,2,
2019,La.-Monroe,Sun Belt,58,0.276,0.377,370,"1,938",534,96,11,787,45,325,281,51,30,39,453,36,24,,60,4,
2019,Lafayette,Patriot,52,0.243,0.336,272,"1,696",412,86,4,608,34,235,169,76,16,25,447,29,20,,52,6,
2019,Lamar University,Southland,54,0.274,0.34,258,"1,908",522,64,13,735,41,230,162,37,15,23,384,61,11,,30,2,
2019,Lehigh,Patriot,49,0.255,0.371,309,"1,626",414,89,10,637,38,286,239,75,24,32,444,32,10,,35,6,
2019,Liberty,ASUN,64,0.272,0.382,373,"2,132",580,97,6,794,35,344,332,70,35,31,412,52,14,,57,9,
2019,Lipscomb,ASUN,55,0.274,0.364,332,"1,794",491,86,14,707,34,294,244,34,39,46,409,38,24,,80,4,
2019,Little Rock,Sun Belt,57,0.272,0.367,353,"1,993",542,102,8,822,54,320,226,89,26,26,438,28,37,,47,10,
2019,LIU Brooklyn,NEC,53,0.247,0.358,253,"1,728",426,67,8,581,24,225,261,49,18,25,388,37,30,,62,4,
2019,LMU (CA),WCC,59,0.256,0.343,253,"1,954",501,85,12,676,22,232,196,73,24,48,532,35,33,,75,10,
2019,Long Beach St.,Big West,55,0.232,0.317,196,"1,787",415,71,9,540,12,172,174,56,18,49,394,30,28,,32,8,
2019,Longwood,Big South,52,0.24,0.317,220,"1,695",407,84,10,601,30,194,149,48,11,20,499,32,20,,58,4,
2019,Louisiana,Sun Belt,59,0.28,0.376,366,"2,012",563,99,11,873,63,329,242,85,31,50,472,40,35,,93,11,
2019,Louisiana Tech,C-USA,58,0.28,0.373,351,"1,981",555,102,14,841,52,324,216,94,31,22,412,41,23,,63,7,
2019,Louisville,ACC,69,0.292,0.387,512,"2,406",702,140,20,"1,038",52,471,339,57,37,27,442,47,26,,108,10,
2019,LSU,SEC,66,0.273,0.358,437,"2,279",622,101,10,935,64,398,257,65,38,23,485,46,21,,61,12,
2019,Maine,America East,49,0.236,0.329,207,"1,543",364,83,3,537,28,196,177,44,12,19,379,28,13,,41,2,
2019,Manhattan,MAAC,59,0.275,0.361,294,"1,933",532,102,4,741,33,271,201,74,30,26,412,42,20,,41,5,
2019,Marist,MAAC,53,0.288,0.379,347,"1,821",524,89,10,762,43,311,222,55,16,23,386,29,23,,97,11,
2019,Marshall,C-USA,57,0.284,0.358,341,"2,022",575,108,22,868,47,307,200,44,19,21,499,31,32,,84,7,
2019,Maryland,Big Ten,58,0.25,0.359,326,"1,966",491,117,9,827,67,304,252,94,20,36,546,32,19,,54,11,
2019,Massachusetts,Atlantic 10,45,0.253,0.363,225,"1,511",382,66,8,515,17,196,217,51,14,31,338,29,12,,55,3,
